北京联通-组播1,#genre#
CCTV-03咪咕,http://go.bkpcp.top/mg/cctv3
CCTV-04咪咕,http://go.bkpcp.top/mg/cctv4
CCTV-05咪咕,http://go.bkpcp.top/mg/cctv5
CCTV-5+咪咕,http://go.bkpcp.top/mg/cctv5p
CCTV-06咪咕,http://go.bkpcp.top/mg/cctv6
CCTV-07咪咕,http://go.bkpcp.top/mg/cctv7
CCTV-08咪咕,http://go.bkpcp.top/mg/cctv8
CCTV-09咪咕,http://go.bkpcp.top/mg/cctv9
CCTV-10咪咕,http://go.bkpcp.top/mg/cctv10
CCTV-11咪咕,http://go.bkpcp.top/mg/cctv11
CCTV-12咪咕,http://go.bkpcp.top/mg/cctv12
CCTV-13咪咕,http://go.bkpcp.top/mg/cctv13
CCTV-14咪咕,http://go.bkpcp.top/mg/cctv14
CCTV-15咪咕,http://go.bkpcp.top/mg/cctv15
CCTV-16咪咕,http://go.bkpcp.top/mg/cctv16
CCTV-17咪咕,http://go.bkpcp.top/mg/cctv17
cct4欧洲咪咕,http://go.bkpcp.top/mg/cctv4o
cct4美洲咪咕,http://go.bkpcp.top/mg/cctv4m
CGTN-西咪咕,http://go.bkpcp.top/mg/cgtne
CGTN-阿咪咕,http://go.bkpcp.top/mg/cgtna
CGTN-法咪咕,http://go.bkpcp.top/mg/cgtnf
北京卫视咪咕,http://go.bkpcp.top/mg/bjws
东方卫视咪咕,http://go.bkpcp.top/mg/dfws
浙江卫视咪咕,http://go.bkpcp.top/mg/zjws
江苏卫视咪咕,http://go.bkpcp.top/mg/jsws
湖南卫视咪咕,http://go.bkpcp.top/mg/hunws
广东卫视咪咕,http://go.bkpcp.top/mg/gdws
深圳卫视咪4k,http://go.bkpcp.top/mg/szws
山东卫视咪咕,http://go.bkpcp.top/mg/sdws
河南卫视咪咕,http://go.bkpcp.top/mg/hnws
江西卫视咪咕,http://go.bkpcp.top/mg/jxws
湖北卫视咪咕,http://go.bkpcp.top/mg/hubws
海南卫视咪咕,http://go.bkpcp.top/mg/hinws
陕西卫视咪咕,http://go.bkpcp.top/mg/sxws
兵团卫视咪咕,http://go.bkpcp.top/mg/btws
黑龙江视咪咕,http://go.bkpcp.top/mg/hljws
中央电视台,#genre#
CCTV1,https://60.191.56.186:8888/hls/1/index.m3u8
CCTV2,https://60.191.56.186:8888/hls/2/index.m3u8
CCTV3,https://60.191.56.186:8888/hls/3/index.m3u8
CCTV4,https://60.191.56.186:8888/hls/4/index.m3u8
CCTV5,https://60.191.56.186:8888/hls/5/index.m3u8
CCTV6,https://60.191.56.186:8888/hls/6/index.m3u8
CCTV7,https://60.191.56.186:8888/hls/7/index.m3u8
CCTV8,https://60.191.56.186:8888/hls/8/index.m3u8
CCTV9,https://60.191.56.186:8888/hls/9/index.m3u8
CCTV10,https://60.191.56.186:8888/hls/10/index.m3u8
CCTV11标清,https://60.191.56.186:8888/hls/11/index.m3u8
CCTV12,https://60.191.56.186:8888/hls/12/index.m3u8
CCTV13,https://60.191.56.186:8888/hls/13/index.m3u8
CCTV15标清,https://60.191.56.186:8888/hls/14/index.m3u8
CCTV5+,https://60.191.56.186:8888/hls/15/index.m3u8
CCTV16,https://60.191.56.186:8888/hls/16/index.m3u8

浙江卫视,https://60.191.56.186:8888/hls/17/index.m3u8
山东卫视,https://60.191.56.186:8888/hls/46/index.m3u8
钱江,https://60.191.56.186:8888/hls/18/index.m3u8
浙江经济生活,https://60.191.56.186:8888/hls/19/index.m3u8
之江记录,https://60.191.56.186:8888/hls/20/index.m3u8
浙江新闻,https://60.191.56.186:8888/hls/21/index.m3u8
浙江6频道,https://60.191.56.186:8888/hls/22/index.m3u8
浙江少儿,https://60.191.56.186:8888/hls/23/index.m3u8
综合HTV1,https://60.191.56.186:8888/hls/25/index.m3u8
明珠HTV2,https://60.191.56.186:8888/hls/26/index.m3u8
生活HTV3,https://60.191.56.186:8888/hls/27/index.m3u8
影视HTV4,https://60.191.56.186:8888/hls/28/index.m3u8
青少体育HTV5,https://60.191.56.186:8888/hls/29/index.m3u8
东方卫视,https://60.191.56.186:8888/hls/30/index.m3u8
湖南卫视,https://60.191.56.186:8888/hls/31/index.m3u8
安徽卫视,https://60.191.56.186:8888/hls/32/index.m3u8
江苏卫视,https://60.191.56.186:8888/hls/33/index.m3u8
北京卫视,https://60.191.56.186:8888/hls/34/index.m3u8
重庆卫视,https://60.191.56.186:8888/hls/35/index.m3u8
贵州卫视,https://60.191.56.186:8888/hls/36/index.m3u8
四川卫视,https://60.191.56.186:8888/hls/37/index.m3u8
广东卫视,https://60.191.56.186:8888/hls/38/index.m3u8
天津卫视,https://60.191.56.186:8888/hls/41/index.m3u8
河南卫视,https://60.191.56.186:8888/hls/57/index.m3u8
河北卫视,https://60.191.56.186:8888/hls/43/index.m3u8
黑龙江卫视,https://60.191.56.186:8888/hls/44/index.m3u8
东南卫视,https://60.191.56.186:8888/hls/47/index.m3u8
湖北卫视,https://60.191.56.186:8888/hls/48/index.m3u8
辽宁卫视,https://60.191.56.186:8888/hls/49/index.m3u8
江西卫视,https://60.191.56.186:8888/hls/50/index.m3u8
CCTV1标清,https://60.191.56.186:8888/hls/40/index.m3u8
青海卫视标清,https://60.191.56.186:8888/hls/51/index.m3u8
陕西卫视标清,https://60.191.56.186:8888/hls/53/index.m3u8
海南卫视标清,https://60.191.56.186:8888/hls/45/index.m3u8
山西卫视标清,https://60.191.56.186:8888/hls/55/index.m3u8
云南卫视标清,https://60.191.56.186:8888/hls/42/index.m3u8
吉林卫视标清,https://60.191.56.186:8888/hls/39/index.m3u8
宁夏卫视标清,https://60.191.56.186:8888/hls/56/index.m3u8
广西卫视标清,https://60.191.56.186:8888/hls/58/index.m3u8
金鹰卡通标清,https://60.191.56.186:8888/hls/59/index.m3u8

北京卫视4K超高清,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s41/index.m3u8?time=1757700010&sign=ed011d0c9301603a8400f3dfd9cad867
北京卫视,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8?time=1757700007&sign=f26c15c3f95bb60748e1474677e258f8
北京新闻,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s9/index.m3u8?time=1757700009&sign=6533bdb7a3c72306bd69b70f59829578
北京影视,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8?time=1757700008&sign=fb551ba8b6ec416dcb24c7d8efaea910
北京生活,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s7/index.m3u8?time=1757700009&sign=5ee9cef324c1ef899dae45b4f73380a4
北京文艺,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s2/index.m3u8?time=1757700007&sign=7da507d35a74281939b4ddd1156feeb5
北京财经,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s5/index.m3u8?time=1757700008&sign=6ba05656e777ccdf36358d7170f65417
北京纪实科教,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s3/index.m3u8?time=1757700008&sign=2f362cb21710eb549ba6a9f48224ffa2
北京卡酷少儿,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s10/index.m3u8?time=1757700009&sign=c231c4d25092c924a2aff78900787a89
央卫备用1,#genre#

CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8
CCTV4,http://112.27.235.94:8000/hls/4/index.m3u8
CCTV5,http://112.27.235.94:8000/hls/5/index.m3u8
CCTV5+,http://112.27.235.94:8000/hls/6/index.m3u8
CCTV6,http://112.27.235.94:8000/hls/7/index.m3u8
CCTV7,http://112.27.235.94:8000/hls/8/index.m3u8
CCTV8,http://112.27.235.94:8000/hls/9/index.m3u8
CCTV9,http://112.27.235.94:8000/hls/10/index.m3u8
CCTV10,http://112.27.235.94:8000/hls/11/index.m3u8
CCTV11,http://112.27.235.94:8000/hls/12/index.m3u8
CCTV12,http://112.27.235.94:8000/hls/13/index.m3u8
CCTV13,http://112.27.235.94:8000/hls/14/index.m3u8
CCTV14,http://112.27.235.94:8000/hls/15/index.m3u8
CCTV15,http://112.27.235.94:8000/hls/16/index.m3u8
CGTN,http://112.27.235.94:8000/hls/17/index.m3u8
合肥新闻,http://112.27.235.94:8000/hls/18/index.m3u8
合肥生活,http://112.27.235.94:8000/hls/19/index.m3u8
合肥科创,http://112.27.235.94:8000/hls/20/index.m3u8
肥西县综合,http://112.27.235.94:8000/hls/21/index.m3u8
安徽经济,http://112.27.235.94:8000/hls/22/index.m3u8
安徽公共,http://112.27.235.94:8000/hls/23/index.m3u8
安徽影视,http://112.27.235.94:8000/hls/24/index.m3u8
安徽综艺体育,http://112.27.235.94:8000/hls/25/index.m3u8
安徽卫视,http://112.27.235.94:8000/hls/26/index.m3u8
北京卫视,http://112.27.235.94:8000/hls/27/index.m3u8
上海卫视,http://112.27.235.94:8000/hls/28/index.m3u8
浙江卫视,http://112.27.235.94:8000/hls/29/index.m3u8
广东卫视,http://112.27.235.94:8000/hls/30/index.m3u8
湖南卫视,http://112.27.235.94:8000/hls/31/index.m3u8
江苏卫视,http://112.27.235.94:8000/hls/32/index.m3u8
深圳卫视,http://112.27.235.94:8000/hls/33/index.m3u8
山东卫视,http://112.27.235.94:8000/hls/34/index.m3u8
四川卫视,http://112.27.235.94:8000/hls/35/index.m3u8
重庆卫视,http://112.27.235.94:8000/hls/36/index.m3u8
河南卫视,http://112.27.235.94:8000/hls/37/index.m3u8
东南卫视,http://112.27.235.94:8000/hls/38/index.m3u8
河北卫视,http://112.27.235.94:8000/hls/39/index.m3u8
云南卫视,http://112.27.235.94:8000/hls/40/index.m3u8
湖北卫视,http://112.27.235.94:8000/hls/41/index.m3u8
天津卫视,http://112.27.235.94:8000/hls/42/index.m3u8
陕西卫视,http://112.27.235.94:8000/hls/43/index.m3u8
江西卫视,http://112.27.235.94:8000/hls/44/index.m3u8
山西卫视,http://112.27.235.94:8000/hls/45/index.m3u8
贵州卫视,http://112.27.235.94:8000/hls/46/index.m3u8
辽宁卫视,http://112.27.235.94:8000/hls/47/index.m3u8
黑龙江卫视,http://112.27.235.94:8000/hls/48/index.m3u8
内蒙古卫视,http://112.27.235.94:8000/hls/49/index.m3u8
重温经典,http://112.27.235.94:8000/hls/50/index.m3u8

央视 ,#genre#
CCTV-1,http://111.8.242.104:4085/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://111.8.242.104:4085/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://111.8.242.104:4085/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://111.8.242.104:4085/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://111.8.242.104:4085/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://111.8.242.104:4085/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://111.8.242.104:4085/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://111.8.242.104:4085/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://111.8.242.104:4085/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://111.8.242.104:4085/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://111.8.242.104:4085/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://111.8.242.104:4085/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://111.8.242.104:4085/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://111.8.242.104:4085/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://111.8.242.104:4085/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://111.8.242.104:4085/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16,http://113.81.21.17:20443/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://111.8.242.104:4085/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
CGTN,https://english-liveali.cgtn.com/hls/yypdyyctzb/yypdyyctzbcd/playlist.m3u8
CGTN纪录,https://english-liveali.cgtn.com/hls/yypdjlctzb/yypdjlctzbcd/playlist.m3u8
CGTN西语,https://espanol-livews.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
CGTN阿语,https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8
CGTN俄语,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8

广东卫视-4K,http://xxwx.yoesun.com/xxw/卫视4K.php?id=gd4k
广东卫视,http://111.8.242.104:4085/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://111.8.242.104:4085/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://111.8.242.104:4085/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://111.8.242.104:4085/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://111.8.242.104:4085/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://111.8.242.104:4085/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://111.8.242.104:4085/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://111.8.242.104:4085/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://111.8.242.104:4085/tsfile/live/1057_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://111.8.242.104:4085/tsfile/live/1065_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://111.8.242.104:4085/tsfile/live/1069_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://111.8.242.104:4085/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://111.8.242.104:4085/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://111.8.242.104:4085/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://111.8.242.104:4085/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://120.196.232.124:8088/000000001001PLTV/651/224/3221227547/1.m3u8?HlsProfileId= 
东南卫视,http://120.196.232.124:8088/000000001001PLTV/651/224/3221227578/1.m3u8?HlsProfileId=
河南卫视,http://120.196.232.124:8088/000000001001PLTV/651/224/3221227586/1.m3u8?HlsProfileId=
西藏卫视,http://xxwx.yoesun.com/xxw/西藏网.php?id=ws
宁夏卫视,http://t.061899.xyz/tl/tl.php?id=nxws
云南卫视,http://m.061899.xyz/mg/ynws
云南卫视,http://t.061899.xyz/tl/dq.php?id=ynws
甘肃卫视,http://m.061899.xyz/mg/gsws
甘肃卫视,http://t.061899.xyz/tl/dq.php?id=gsws
青海卫视,http://111.8.242.104:4085/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://111.8.242.104:4085/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://m.061899.xyz/mg/gxws
广西卫视,http://t.061899.xyz/tl/dq.php?id=gxws
江西卫视,http://111.8.242.104:4085/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
海南卫视,http://111.8.242.104:4085/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://111.8.242.104:4085/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://111.8.242.104:4085/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://111.8.242.104:4085/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&authid=0
重温经典,http://111.8.242.104:4085/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0
都市剧场,http://111.8.242.104:4085/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
欢笑剧场,http://111.8.242.104:4085/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
动漫剧场,http://111.8.242.104:4085/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0
魅力足球,http://111.8.242.104:4085/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
劲爆体育,http://111.8.242.104:4085/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0

电影频道,#genre#
动作电影,http://tl.061833.xyz/tl/popc
CHC影迷电影,http://go.061899.xyz/mg/ymdy
CHC动作电影,http://go.061899.xyz/mg/dzdy
CHC家庭影院,http://go.061899.xyz/mg/jtyy
CHC影迷电影,http://m.061899.xyz/mg/ymdy
CHC动作电影,http://m.061899.xyz/mg/dzdy
CHC家庭影院,http://m.061899.xyz/mg/jtyy
周星星,http://dns.yiandrive.com:13571/huya/11336587
刘德华,http://dns.yiandrive.com:13571/huya/11342424
许冠英,http://dns.yiandrive.com:13571/huya/11601972
李连杰,http://dns.yiandrive.com:13571/huya/11342390
甄子丹,http://dns.yiandrive.com:13571/huya/11352935
星爷,http://dns.yiandrive.com:13571/huya/11342412
英叔,http://dns.yiandrive.com:13571/huya/11342421
成龙,http://dns.yiandrive.com:13571/huya/11342386
王晶,http://dns.yiandrive.com:13571/huya/11602058
沈腾,http://dns.yiandrive.com:13571/huya/11601968
黄渤,http://dns.yiandrive.com:13571/huya/11352876
吴京,http://dns.yiandrive.com:13571/huya/11602041
强森,http://dns.yiandrive.com:13571/huya/21059581
怪兽,http://dns.yiandrive.com:13571/huya/21059577
武侠,http://dns.yiandrive.com:13571/huya/11342427
罪犯,http://dns.yiandrive.com:13571/huya/11352962
枪战,http://dns.yiandrive.com:13571/huya/21059579
盗墓,http://dns.yiandrive.com:13571/huya/21059552
贺岁,http://dns.yiandrive.com:13571/huya/11601971
玄幻,http://dns.yiandrive.com:13571/huya/11342414
喜剧,http://dns.yiandrive.com:13571/huya/11352877
港片,http://dns.yiandrive.com:13571/huya/11602043
国产,http://dns.yiandrive.com:13571/huya/11352973
喜剧专场,http://dns.yiandrive.com:13571/huya/11602044
高分动作,http://dns.yiandrive.com:13571/huya/11352884
不挤影院,http://dns.yiandrive.com:13571/huya/11352897
黑帮斗争,http://dns.yiandrive.com:13571/huya/11342419
嫣然影厅,http://dns.yiandrive.com:13571/huya/11601977
女神系列,http://dns.yiandrive.com:13571/huya/11336571
经典女神,http://dns.yiandrive.com:13571/huya/11352909
许氏三杰,http://dns.yiandrive.com:13571/huya/11602033
经典港片,http://dns.yiandrive.com:13571/huya/11352965
经典港片,https://live.iill.top/yy/1355263385
镖行天下,http://dns.yiandrive.com:13571/huya/11352969
蘑菇影厅,http://dns.yiandrive.com:13571/huya/11601981
搞笑恐怖,http://dns.yiandrive.com:13571/huya/11601960
电影_发哥,http://dns.yiandrive.com:13571/huya/11342387
电影_漫威,http://dns.yiandrive.com:13571/huya/11602034
电影_宇宙,http://dns.yiandrive.com:13571/huya/11342428
电影_警匪,http://dns.yiandrive.com:13571/huya/11352886
电影_海盗,http://dns.yiandrive.com:13571/huya/21059595
电影_海盗,http://dns.yiandrive.com:13571/huya/21059595
电影_海盗,http://dns.yiandrive.com:13571/huya/21059595
电影_赛车,http://dns.yiandrive.com:13571/huya/11279247
电影_赛车,http://dns.yiandrive.com:13571/huya/11279247
电影_赛车,http://dns.yiandrive.com:13571/huya/11279247
电影_救援,http://dns.yiandrive.com:13571/huya/21059594
电影_救援,http://dns.yiandrive.com:13571/huya/21059594
电影_救援,http://dns.yiandrive.com:13571/huya/21059594
电影_热血,http://dns.yiandrive.com:13571/huya/11352934
电影_热血,http://dns.yiandrive.com:13571/huya/11352934
电影_热血,http://dns.yiandrive.com:13571/huya/11352934
电影_谍战,http://dns.yiandrive.com:13571/huya/21059585
电影_谍战,http://dns.yiandrive.com:13571/huya/21059585
电影_谍战,http://dns.yiandrive.com:13571/huya/21059585
电影_谍战,http://dns.yiandrive.com:13571/huya/21059585
电影_战争,http://dns.yiandrive.com:13571/huya/21059592
电影_战争,http://dns.yiandrive.com:13571/huya/21059592
电影_战争,http://dns.yiandrive.com:13571/huya/21059592
电影_战争,http://dns.yiandrive.com:13571/huya/21059592
电影_洪金宝,http://dns.yiandrive.com:13571/huya/11279251
电影_洪金宝,http://dns.yiandrive.com:13571/huya/11279251
电影_洪金宝,http://dns.yiandrive.com:13571/huya/11279251
电影_梁家辉,http://dns.yiandrive.com:13571/huya/11342429
电影_梁家辉,http://dns.yiandrive.com:13571/huya/11342429
电影_梁家辉,http://dns.yiandrive.com:13571/huya/11342429
电影_梁家辉,http://dns.yiandrive.com:13571/huya/11342429
电影_斯坦森,http://dns.yiandrive.com:13571/huya/21059588
电影_斯坦森,http://dns.yiandrive.com:13571/huya/21059588
电影_斯坦森,http://dns.yiandrive.com:13571/huya/21059588
电影_斯坦森,http://dns.yiandrive.com:13571/huya/21059588
电影_八点档,http://dns.yiandrive.com:13571/huya/880261
电影_八点档,http://dns.yiandrive.com:13571/huya/880261
电影_八点档,http://dns.yiandrive.com:13571/huya/880261
电影_八点档,http://dns.yiandrive.com:13571/huya/880261
电影_蜘蛛侠,http://dns.yiandrive.com:13571/huya/21059599
电影_蜘蛛侠,http://dns.yiandrive.com:13571/huya/21059599
电影_蜘蛛侠,http://dns.yiandrive.com:13571/huya/21059599
电影_贺岁片,http://dns.yiandrive.com:13571/huya/11601986
电影_贺岁片,http://dns.yiandrive.com:13571/huya/11601986
电影_贺岁片,http://dns.yiandrive.com:13571/huya/11601986
电影_功夫片,http://dns.yiandrive.com:13571/huya/11352941
电影_功夫片,http://dns.yiandrive.com:13571/huya/11352941
电影_功夫片,http://dns.yiandrive.com:13571/huya/11352941
电影_黑帮片,http://dns.yiandrive.com:13571/huya/11336719
电影_黑帮片,http://dns.yiandrive.com:13571/huya/11336719
电影_黑帮片,http://dns.yiandrive.com:13571/huya/11336719
电影_丧尸片,http://dns.yiandrive.com:13571/huya/21059578
电影_丧尸片,http://dns.yiandrive.com:13571/huya/21059578
电影_丧尸片,http://dns.yiandrive.com:13571/huya/21059578
电影_灾难片,http://dns.yiandrive.com:13571/huya/11602075
电影_灾难片,http://dns.yiandrive.com:13571/huya/11602075
电影_灾难片,http://dns.yiandrive.com:13571/huya/11602075
电影_谍战片,http://dns.yiandrive.com:13571/huya/21059587
电影_谍战片,http://dns.yiandrive.com:13571/huya/21059587
电影_谍战片,http://dns.yiandrive.com:13571/huya/21059587
电影_战争片,http://dns.yiandrive.com:13571/huya/21059574
电影_战争片,http://dns.yiandrive.com:13571/huya/21059574
电影_战争片,http://dns.yiandrive.com:13571/huya/21059574
电影_犯罪片,http://dns.yiandrive.com:13571/huya/11352974
电影_犯罪片,http://dns.yiandrive.com:13571/huya/11352974
电影_犯罪片,http://dns.yiandrive.com:13571/huya/11352974
电影_古装片,http://dns.yiandrive.com:13571/huya/11336590
电影_动作电影,http://dns.yiandrive.com:13571/huya/11602077
电影_搞笑喜剧,http://dns.yiandrive.com:13571/huya/11342423
电影_搞笑喜剧,http://dns.yiandrive.com:13571/huya/11342423
电影_搞笑喜剧,http://dns.yiandrive.com:13571/huya/11342423
电影_欢笑影院,http://dns.yiandrive.com:13571/huya/11352894
电影_欢笑影院,http://dns.yiandrive.com:13571/huya/11352894
电影_欢笑影院,http://dns.yiandrive.com:13571/huya/11352894
电影_欢笑影院,http://dns.yiandrive.com:13571/huya/11352894
电影_国产悬疑,http://dns.yiandrive.com:13571/huya/11342395
电影_国产悬疑,http://dns.yiandrive.com:13571/huya/11342395
电影_快意江湖,http://dns.yiandrive.com:13571/huya/11342435
电影_快意江湖,http://dns.yiandrive.com:13571/huya/11342435
电影_快意江湖,http://dns.yiandrive.com:13571/huya/11342435
电影_高能反转,http://dns.yiandrive.com:13571/huya/11352887
电影_高能反转,http://dns.yiandrive.com:13571/huya/11352887
电影_高能反转,http://dns.yiandrive.com:13571/huya/11352887
电影_高能反转,http://dns.yiandrive.com:13571/huya/11352887
电影_变形金刚,http://dns.yiandrive.com:13571/huya/21059596
电影_怪兽系列,http://dns.yiandrive.com:13571/huya/21059554
电影_贺岁,http://dns.yiandrive.com:13571/huya/11601971
电影_玄幻,http://dns.yiandrive.com:13571/huya/11342414
电影_喜剧,http://dns.yiandrive.com:13571/huya/11352877
电影_国产,http://dns.yiandrive.com:13571/huya/11352973
电影_国产,http://dns.yiandrive.com:13571/huya/11602041
电影_喜剧专场,http://dns.yiandrive.com:13571/huya/11602044
电影_不挤影院,http://dns.yiandrive.com:13571/huya/11352897
电影_黑帮斗争,http://dns.yiandrive.com:13571/huya/11342419
电影_镖行天下,http://dns.yiandrive.com:13571/huya/11352969
电影_沈腾,http://dns.yiandrive.com:13571/huya/11601968
电影_黄渤,http://dns.yiandrive.com:13571/huya/11352876
电影_怪兽,http://dns.yiandrive.com:13571/huya/21059577
电影_罪犯,http://dns.yiandrive.com:13571/huya/11352962
电影_枪战,http://dns.yiandrive.com:13571/huya/21059579
电影_星爷,http://dns.yiandrive.com:13571/huya/11342412
电影_英叔,http://dns.yiandrive.com:13571/huya/11342421
电影_成龙,http://dns.yiandrive.com:13571/huya/11342386
电影_王晶,http://dns.yiandrive.com:13571/huya/11602058
电影_强森,http://dns.yiandrive.com:13571/huya/21059581
电影_武侠,http://dns.yiandrive.com:13571/huya/11342427
电影_盗墓,http://dns.yiandrive.com:13571/huya/21059552
电影_港片,http://dns.yiandrive.com:13571/huya/11602043
电影_李连杰,http://dns.yiandrive.com:13571/huya/11342390
电影_许冠英,http://dns.yiandrive.com:13571/huya/11601972
电影_刘德华,http://dns.yiandrive.com:13571/huya/11342424
电影_高分动作,http://dns.yiandrive.com:13571/huya/11352884
电影_古墓系列,http://dns.yiandrive.com:13571/huya/11352913
电影_嫣然影厅,http://dns.yiandrive.com:13571/huya/11601977
电影_女神系列,http://dns.yiandrive.com:13571/huya/11336571
电影_经典女神,http://dns.yiandrive.com:13571/huya/11352909
电影_许氏三杰,http://dns.yiandrive.com:313571/huya/11602033

港台频道,#genre#

翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
翡翠台北美版(TVB J1),http://php.jdshipin.com/TVOD/iptv.php?id=j1
千禧经典台,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
美亚电影台,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
天映频道,http://php.jdshipin.com:8880/smt.php?id=Celestial
天映经典,http://php.jdshipin.com:8880/smt.php?id=Celestial2
八度空间,http://php.jdshipin.com:8880/smt.php?id=TV8
HOY TV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hoytv
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
